"키워드보고서(2020.09.10.~2020.12.08.),osbc"
"캠페인","광고그룹","키워드","일별","노출수","클릭수","클릭률(%)","평균클릭비용(VAT포함,원)","총비용(VAT포함,원)"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.10.31.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.11.01.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.11.02.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.11.03.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.11.04.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE","2020.11.16.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE시험","2020.10.21.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE자격증","2020.09.13.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE자격증","2020.10.27.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCE자격증","2020.11.16.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.10.","28","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.11.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.12.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.13.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.14.","9","1","11.12","550","550"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.09.15.","15","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.16.","22","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.17.","18","1","5.56","792","792"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.18.","16","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.19.","20","1","5","2,002","2,002"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.20.","45","1","2.23","2,002","2,002"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.21.","57","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.22.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.23.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.24.","29","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.25.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.26.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.27.","43","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.28.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.29.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.10.30.","83","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.11.01.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.11.02.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.11.03.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.11.04.","127","2","1.58","2,096","4,191"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA","2020.11.16.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA교육","2020.10.30.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA시험","2020.10.16.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA시험","2020.10.27.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA시험","2020.11.04.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA자격증","2020.10.16.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA자격증","2020.10.18.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA자격증","2020.10.21.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA자격증","2020.10.30.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","RHCSA자격증","2020.11.04.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.09.10.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.09.11.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.09.15.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.10.17.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.10.24.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.10.25.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.10.28.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.11.04.","3","1","33.34","3,784","3,784"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스강의","2020.11.16.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.16.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.17.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.18.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.19.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.20.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.21.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.10.30.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.11.03.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.11.04.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스기초","2020.11.16.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.10.","163","2","1.23","2,448","4,895"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.11.","41","1","2.44","2,464","2,464"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.12.","34","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.13.","61","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.14.","72","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.09.15.","46","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.16.","83","1","1.21","2,585","2,585"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.17.","136","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.18.","189","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.19.","131","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.20.","208","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.21.","134","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.22.","14","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.23.","63","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.24.","178","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.25.","30","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.26.","33","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.27.","133","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.28.","127","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.29.","70","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.30.","358","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.10.31.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.01.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.02.","22","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.03.","51","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.04.","536","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.16.","108","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터","2020.11.17.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.09.10.","22","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.09.11.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.09.13.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.09.14.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.09.15.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.16.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.17.","23","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.18.","22","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.19.","19","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.20.","24","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.21.","23","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.22.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.23.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.24.","33","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.25.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.26.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.27.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.28.","17","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.29.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.10.30.","53","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.11.01.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.11.02.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.11.03.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.11.04.","62","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터1급","2020.11.16.","14","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.10.","43","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.11.","15","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.12.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.13.","22","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.14.","23","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.09.15.","32","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.16.","56","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.17.","92","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.18.","91","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.19.","71","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.20.","105","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.21.","89","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.22.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.23.","39","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.24.","101","2","1.99","1,205","2,409"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.25.","27","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.26.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.27.","145","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.28.","135","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.29.","43","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.30.","383","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.10.31.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.11.01.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.11.02.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.11.03.","48","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.11.04.","489","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급","2020.11.16.","49","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.09.10.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.09.13.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.16.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.17.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.18.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.19.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.20.","8","1","12.5","880","880"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.21.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.23.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.24.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.25.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.26.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.27.","33","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.28.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.29.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.30.","70","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.10.31.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.11.02.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.11.03.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.11.04.","143","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급1차","2020.11.16.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.09.10.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.09.12.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.09.13.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.09.14.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.09.15.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.16.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.17.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.18.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.19.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.20.","18","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.21.","13","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.22.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.23.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.24.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.25.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.26.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스마스터2급2차","2020.10.27.","4","0","0","0","0"
