"키워드보고서(2020.09.10.~2020.12.08.),osbc"
"캠페인","광고그룹","키워드","일별","노출수","클릭수","클릭률(%)","평균클릭비용(VAT포함,원)","총비용(VAT포함,원)"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.16.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.17.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.18.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.19.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.20.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.21.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.22.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.23.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.24.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.25.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.26.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.27.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.10.30.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.11.03.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.11.04.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","리눅스프로그래밍","2020.11.16.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.09.10.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.09.12.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.09.13.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.09.14.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.09.15.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.16.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.17.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.18.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.19.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.20.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.21.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.23.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.24.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.27.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.28.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.10.30.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.11.04.","14","1","7.15","1,551","1,551"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","자바인강","2020.11.16.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.10.","138","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.11.","53","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.12.","30","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.13.","115","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.14.","80","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.09.15.","65","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.16.","105","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.17.","180","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.18.","151","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.19.","176","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.20.","229","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.21.","172","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.22.","21","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.23.","39","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.24.","143","1","0.7","1,584","1,584"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.25.","36","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.26.","32","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.27.","72","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.28.","141","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.29.","63","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.30.","359","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.10.31.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.11.01.","25","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.11.02.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.11.03.","95","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.11.04.","570","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안기사","2020.11.16.","78","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.10.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.11.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.12.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.13.","18","1","5.56","1,210","1,210"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.14.","32","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.09.15.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.16.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.17.","52","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.18.","37","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.19.","25","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.20.","46","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.21.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.23.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.24.","23","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.25.","18","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.26.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.27.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.28.","21","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.29.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.30.","75","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.10.31.","1","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.11.01.","2","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.11.02.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.11.03.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.11.04.","100","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","정보보안산업기사","2020.11.16.","18","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.10.","27","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.11.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.12.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.13.","26","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.14.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.09.15.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.16.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.17.","35","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.18.","15","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.19.","18","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.20.","28","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.21.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.22.","6","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.23.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.24.","39","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.25.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.26.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.27.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.28.","8","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.29.","16","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.30.","53","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.10.31.","2","1","50","4,191","4,191"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.11.01.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.11.02.","3","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.11.03.","21","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.11.04.","32","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","취업잘되는자격증","2020.11.16.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.10.","156","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.11.","64","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.12.","50","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.13.","88","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.14.","285","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.09.15.","70","1","1.43","4,059","4,059"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.16.","68","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.17.","199","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.18.","112","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.19.","80","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.20.","194","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.21.","143","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.22.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.23.","29","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.24.","148","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.25.","51","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.26.","33","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.27.","66","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.28.","71","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.29.","8,172","1","0.02","2,926","2,926"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.30.","715","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.10.31.","12","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.11.01.","38","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.11.02.","33","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.11.03.","167","1","0.6","3,223","3,223"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.11.04.","446","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","컴퓨터자격증","2020.11.16.","81","1","1.24","5,027","5,027"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.10.","41","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.11.","19","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.12.","15","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.13.","16","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.14.","27","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.09.15.","30","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.16.","24","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.17.","29","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.18.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.19.","25","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.20.","35","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.21.","51","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.22.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.23.","5","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.24.","19","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.25.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.26.","9","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.27.","11","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.28.","17","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.29.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.10.30.","44","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.11.01.","4","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.11.02.","7","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.11.03.","10","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.11.04.","73","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩교육","2020.11.16.","20","0","0","0","0"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.10.","155","1","0.65","4,730","4,730"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.11.","37","1","2.71","4,521","4,521"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.12.","29","2","6.9","3,982","7,964"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.13.","92","1","1.09","4,851","4,851"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.14.","59","2","3.39","4,406","8,811"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.09.15.","51","1","1.97","3,960","3,960"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.16.","71","1","1.41","4,675","4,675"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.17.","145","2","1.38","4,428","8,855"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.18.","168","1","0.6","4,191","4,191"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.19.","72","1","1.39","4,092","4,092"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.20.","136","1","0.74","4,719","4,719"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.21.","123","2","1.63","4,307","8,613"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.22.","15","2","13.34","4,307","8,613"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.23.","40","2","5","4,329","8,657"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.24.","139","1","0.72","4,246","4,246"
"파워링크2# LPIC 캠페인_키워드 최적화","파워링크2# LPIC 키워드 최적화_자격증","코딩배우기","2020.10.25.","75","1","1.34","4,389","4,389"
